paper_key,key_type,title,abstract,year,authors,url,source,depth,clean_abstract,Topic_r1,Topic_r2,Topic_r3,Topic_final,arxiv_id,doi,is_ml
,,Application of the holographic equations of state for modeling   experiments on heavy ion collisions,"In this paper, we propose a method for numerical modeling of the nuclear matter properties within the framework of relativistic heavy-ion collisions using a holographic equation of state. Machine learning methods were applied to address the regression and optimization issues during the calibration of the relevant parameters using the LQCD results for quark masses that approximate the physical values. Numerical simulations are performed using the iEBE-MUSIC and vHLLE-SMASH frameworks, which incorporate certain relativistic hydrodynamics solvers. We modify the code by implementing a tabulated holographic equation of state, enabling simulations of quark-gluon plasma evolution with dynamically generated initial conditions via the 3D Monte Carlo Glauber Model and SMASH. Finally, the spectra of produced hadrons are computed using a hybrid iSS+UrQMD and Hadron Sampler+SMASH approaches at the freeze-out stage.12 p",2025,"['A. V. Anufriev', 'V. N. Kovalenko']",http://arxiv.org/abs/2510.03157v1,arxiv,,,,,,,2510.03157v1,,True
,,Angular Resolution Enhancement of Electron Backscatter Diffraction   Patterns,"We present a simple 'shift-and-add' based improvement in the angular resolution of single electron backscatter diffraction (EBSD) patterns. Sub-pixel image registration is used to measure the (sub-pixel) difference in projection parameters for patterns collected within a map, and then the pattern is shifted and added together. The resultant EBSD-pattern is shown to contain more angular information than a long-exposure single pattern, via 2D Fast Fourier Transform (FFT)-based analysis. In particular, this method has the potential to enhance the scope of small compact direct electron detectors (DEDs).",2025,"['Ben Britton', 'Tianbi Zhang']",http://arxiv.org/abs/2509.23039v1,arxiv,,,,,,,2509.23039v1,,False
,,Aspects of holographic entanglement using   physics-informed-neural-networks,"We implement physics-informed-neural-networks (PINNs) to compute holographic entanglement entropy and entanglement wedge cross section. This technique allows us to compute these quantities for arbitrary shapes of the subregions in any asymptotically AdS metric. We test our computations against some known results and further demonstrate the utility of PINNs in examples, where it is not straightforward to perform such computations.",2025,"['Anirudh Deb', 'Yaman Sanghavi']",http://arxiv.org/abs/2509.25311v1,arxiv,,,,,,,2509.25311v1,,False
,,Foundation models for equation discovery in high energy physics,"Foundation models, large machine learning models trained on broad, multimodal datasets, have been gaining increasing attention in scientific applications due to their strong performance on diverse downstream tasks. Large Language Models (LLMs), a prominent instance of foundation models, have achieved remarkable success in tasks such as text and image generation. In this work, we investigate their potential for equation discovery in high energy physics, focusing on symbolic regression. We apply the LLM-SR methodology both to benchmark problems of equation recovery in lepton angular distributions and to the discovery of functional forms for angular coefficients in electroweak boson production at the Large Hadron Collider, observables of high phenomenological relevance for which no closed-form expressions are known from first principles. Our results demonstrate that LLM-SR can uncover compact, accurate, and interpretable equations across in-domain and out-of-domain kinematic regions, effectively incorporating embedded scientific knowledge and offering a promising new approach to equation discovery in high energy physics.",2025,['Manuel Morales-Alvarado'],http://arxiv.org/abs/2510.03397v1,arxiv,,,,,,,2510.03397v1,,True
,,Ultralow-Temperature Cryogenic Transmission Electron Microscopy Using a   New Helium Flow Cryostat Stage,"Advances in cryogenic electron microscopy have opened new avenues for probing quantum phenomena in correlated materials. This study reports the installation and performance of a new side-entry condenZero cryogenic cooling system for JEOL (Scanning) Transmission Electron Microscopes (S/TEM), utilizing compressed liquid helium (LHe) and designed for imaging and spectroscopy at ultra-low temperatures. The system includes an external dewar mounted on a vibration-damping stage and a pressurized, low-noise helium transfer line with a remotely controllable needle valve, ensuring stable and efficient LHe flow with minimal thermal and mechanical noise. Performance evaluation demonstrates a stable base temperature of 6.58 K measured using a Cernox bare chip sensor on the holder with temperature fluctuations within 0.04 K. Complementary in-situ electron energy-loss spectroscopy (EELS) via aluminum bulk plasmon analysis was used to measure the local specimen temperature and validate cryogenic operation during experiments. The integration of cryogenic cooling with other microscopy techniques, including electron diffraction and Lorentz TEM, was demonstrated by resolving charge density wave (CDW) transitions in NbSe2 using electron diffraction, and imaging nanometric magnetic skyrmions in MnSi via Lorentz TEM. This platform provides reliable cryogenic operation below 7 K, establishing a low-drift route for direct visualization of electronic and magnetic phase transformations in quantum materials.",2025,"['Young-Hoon Kim', 'Fehmi Sami Yasin', 'Na Yeon Kim', 'Max Birch', 'Xiuzhen Yu', 'Akiko Kikkawa', 'Yasujiro Taguchi', 'Jiaqiang Yan', 'Miaofang Chi']",http://arxiv.org/abs/2509.22804v1,arxiv,,,,,,,2509.22804v1,,False
,,Generalized Wigner theorem for non-invertible symmetries,"We establish the conditions under which a conservation law associated with a non-invertible operator may be realized as a symmetry in quantum mechanics. As established by Wigner, all quantum symmetries must be represented by either unitary or antiunitary transformations. Relinquishing an implicit assumption of invertibility, we demonstrate that the fundamental invariance of quantum transition probabilities under the application of symmetries mandates that all non-invertible symmetries may only correspond to {\it projective} unitary or antiunitary transformations, i.e., {\it partial isometries}. This extends the notion of physical states beyond conventional rays in Hilbert space to equivalence classes in an {\it extended, gauged Hilbert space}, thereby broadening the traditional understanding of symmetry transformations in quantum theory. We discuss consequences of this result and explicitly illustrate how, in simple model systems, whether symmetries be invertible or non-invertible may be inextricably related to the particular boundary conditions that are being used.",2025,"['Gerardo Ortiz', 'Chinmay Giridhar', 'Philipp Vojta', 'Andriy H. Nevidomskyy', 'Zohar Nussinov']",http://arxiv.org/abs/2509.25327v2,arxiv,,,,,,,2509.25327v2,,False
,,Simultaneous probe of the charm and bottom quark Yukawa couplings using   ttH events,"A search for the standard model Higgs boson decaying to a charm quark-antiquark pair, H $\to$ $\mathrm{c\bar{c}}$, produced in association with a top quark-antiquark pair ($\mathrm{t\bar{t}}$H) is presented. The search is performed with data from proton-proton collisions at $\sqrt{s}$ = 13 TeV, corresponding to an integrated luminosity of 138 fb$^{-1}$. Advanced machine learning techniques are employed for jet flavor identification and event classification. The Higgs boson decay to a bottom quark-antiquark pair is measured simultaneously and the observed $\mathrm{t\bar{t}}$H bb event rate relative to the standard model expectation is 0.91$\pm^{+0.26}_{-0.22}$. The observed (expected) upper limit on the product of production cross section and branching fraction $\sigma$($\mathrm{t\bar{t}}$H)$\mathcal{B}$(H $\to$ $\mathrm{c\bar{c}}$) is 0.11 (0.13$\pm^{+0.06}_{-0.04}$) pb at 95% confidence level, corresponding to 7.8 (8.7$\pm^{+4.0}_{-2.6}$) times the standard model prediction. When combined with the previous search for H $\to$ $\mathrm{c\bar{c}}$ via associated production with a W or Z boson, the observed (expected) 95% confidence interval on the Higgs-charm Yukawa coupling modifier, $\kappa_\mathrm{c}$, is $\lvert{\kappa_\mathrm{c}}\rvert$ $\lt$ 3.5 (2.7), the most stringent constraint to date.",2025,['CMS Collaboration'],http://arxiv.org/abs/2509.22535v1,arxiv,,,,,,,2509.22535v1,,True
,,"Rings of Light, Speed of AI: YOLO for Cherenkov Reconstruction","Cherenkov rings play a crucial role in identifying charged particles in high-energy physics (HEP) experiments. Most Cherenkov ring pattern reconstruction algorithms currently used in HEP experiments rely on a likelihood fit to the photo-detector response, which often consumes a significant portion of the computing budget for event reconstruction. We present a novel approach to Cherenkov ring reconstruction using YOLO, a computer vision algorithm capable of real-time object identification with a single pass through a neural network. We obtain a reconstruction efficiency above 95% and a pion misidentification rate below 5% across a wide momentum range for all particle species.",2025,"['Martino Borsato', 'Giovanni Laganà', 'Maurizio Martinelli']",http://arxiv.org/abs/2509.26273v1,arxiv,,,,,,,2509.26273v1,,True
,,Physics Informed Neural Networks for design optimisation of diamond   particle detectors for charged particle fast-tracking at high luminosity   hadron colliders,"Future high-luminosity hadron colliders demand tracking detectors with extreme radiation tolerance, high spatial precision, and sub-nanosecond timing. 3D diamond pixel sensors offer these capabilities due to diamond's radiation hardness and high carrier mobility. Conductive electrodes, produced via femtosecond IR laser pulses, exhibit high resistivity that delays signal propagation. This effect necessitates extending the classical Ramo-Shockley weighting potential formalism. We model the phenomenon through a 3rd-order, 3+1D PDE derived as a quasi-stationary approximation of Maxwell's equations. The PDE is solved numerically and coupled with charge transport simulations for realistic 3D sensor geometries. A Mixture-of-Experts Physics-Informed Neural Network, trained on Spectral Method data, provides a meshless solver to assess timing degradation from electrode resistance.",2025,"['Alessandro Bombini', 'Alessandro Rosa', 'Clarissa Buti', 'Giovanni Passaleva', 'Lucio Anderlini']",http://arxiv.org/abs/2509.21123v1,arxiv,,,,,,,2509.21123v1,,True
,,Graph Neural Network Acceleration on FPGAs for Fast Inference in Future   Muon Triggers at HL-LHC,"The High-Luminosity LHC (HL-LHC) will reach luminosities up to 7 times higher than the previous run, yielding denser events and larger occupancies. Next generation trigger algorithms must retain reliable selection within a strict latency budget. This work explores machine-learning approaches for future muon triggers, using the ATLAS Muon Spectrometer as a benchmark. A Convolutional Neural Network (CNN) is used as a reference, while a Graph Neural Network (GNN) is introduced as a natural model for sparse detector data. Preliminary single-track studies show that GNNs achieve high efficiency with compact architectures, an encouraging result in view of FPGA deployment.",2025,"['Martino Errico', 'Davide Fiacco', 'Stefano Giagu', 'Giuliano Gustavino', 'Valerio Ippolito', 'Graziella Russo']",http://arxiv.org/abs/2509.26419v1,arxiv,,,,,,,2509.26419v1,,True
,,Energy-Energy Flow Networks,"Jet substructure provides one of the most exciting new approaches for searching for physics in and beyond the Standard Model at the Large Hadron Collider. Modern jet substructure searches are often performed with Neural Network (NN) taggers which study the jets' radiation distributions in great detail, far beyond what is theoretically described by parton shower generators. While this represents a great opportunity, as NNs look deeper into the structure of jets they become increasingly sensitive both to perturbative and non-perturbative theoretical uncertainties. It is therefore important to be able to control which aspects of both regimes the networks focus on, and to develop techniques for quantifying these uncertainties. In this paper we take two steps in this direction: First, we introduce EnFNs, a generalization of the Energy Flow Networks (EFNs) which directly probes higher point correlations in jets, as motivated by recent advances in the study of energy correlators. Second, we introduce a number of techniques to quantify and visualize their robustness to non-perturbative corrections. We highlight the importance of such considerations in a toy study incorporating systematics into a search, and maximizing for the network's discovery significance, as opposed to absolute tagging performance. We hope this study continues the interest in understanding the role QCD systematics play in Machine Learning applications and opens the door to a better interplay between theory and experiment in HEP.",2025,"['Arianna Garcia Caffaro', 'Ian Moult', 'Chase Shimmin']",http://arxiv.org/abs/2510.06314v1,arxiv,,,,,,,2510.06314v1,,True
,,Bioinspired Tapered-Spring Turbulence Sensor for Underwater Flow   Detection,"This paper presents a bio-inspired underwater whisker sensor for robust hydrodynamic disturbance detection and efficient signal analysis based on Physical Reservoir Computing (PRC). The design uses a tapered nylon spring with embedded accelerometers to achieve spatially distributed vibration sensing and frequency separation along the whisker. Towing-tank experiments and computational fluid dynamics simulations confirmed that the whisker effectively distinguishes vortex regimes across different fin angles and maintains Strouhal scaling with flow velocity, where higher speeds increase vibration intensity without affecting the dominant frequencies. Frequency-domain analysis, Shannon entropy, and machine learning further validated the sensing performance: vortex shedding frequencies were identified with less than 10\% error, entropy captured the transition from coherent vortex streets to turbulence, and logistic regression achieved 86.0\% classification accuracy with millisecond-level inference. These results demonstrate that structurally encoded whisker sensing provides a scalable and real-time solution for underwater perception, wake tracking, and turbulence-aware navigation in autonomous marine robots.",2025,"['Xiao Jin', 'Zhenhua Yu', 'Thrishantha Nanayakkara']",http://arxiv.org/abs/2510.07348v1,arxiv,,,,,,,2510.07348v1,,True
,,Kerr-Schild transformation of the Benenti-Francaviglia metric,"The Benenti-Francaviglia (BF) family of metrics provides the most general form of a spacetime metric that admits two mutually commuting Killing vectors and an irreducible Killing tensor. The geodesic equations for the BF family are thus completely integrable by separation of variables. Within this broad class, we explore the Kerr-Schild transformation of a degenerate subclass distinguished by the existence of a shear-free null geodesic congruence. By requiring the deformed metric to preserve the Killing symmetry and circularity, we demonstrate that the deformed metric again falls into the degenerate BF family, modulo the replacement of a single structure function. We apply the present algorithm to ${\cal N}=2$ gauged supergravity and obtain a dyonic generalization of the Chong-Cveti\v{c}-L\""u-Pope rotating black hole solution, by taking the background metric to be a solution of the Einstein-scalar gravity. The present prescription extends to five dimensions, provided that the constant of geodesic motion associated with the extra Killing direction vanishes. The same reasoning applies to the case where the background degenerate BF metric is distorted in a (non)conformal manner. Our formalism offers a unified perspective on the relation between seed and deformed metrics in the Kerr-Schild construction.",2025,"['Masato Nozawa', 'Takashi Torii']",http://arxiv.org/abs/2510.06561v1,arxiv,,,,,,,2510.06561v1,,False
,,Sensor Co-design for $\textit{smartpixels}$,"Pixel tracking detectors at upcoming collider experiments will see unprecedented charged-particle densities. Real-time data reduction on the detector will enable higher granularity and faster readout, possibly enabling the use of the pixel detector in the first level of the trigger for a hadron collider. This data reduction can be accomplished with a neural network (NN) in the readout chip bonded with the sensor that recognizes and rejects tracks with low transverse momentum (p$_T$) based on the geometrical shape of the charge deposition (``cluster''). To design a viable detector for deployment at an experiment, the dependence of the NN as a function of the sensor geometry, external magnetic field, and irradiation must be understood. In this paper, we present first studies of the efficiency and data reduction for planar pixel sensors exploring these parameters. A smaller sensor pitch in the bending direction improves the p$_T$ discrimination, but a larger pitch can be partially compensated with detector depth. An external magnetic field parallel to the sensor plane induces Lorentz drift of the electron-hole pairs produced by the charged particle, broadening the cluster and improving the network performance. The absence of the external field diminishes the background rejection compared to the baseline by $\mathcal{O}$(10%). Any accumulated radiation damage also changes the cluster shape, reducing the signal efficiency compared to the baseline by $\sim$ 30 - 60%, but nearly all of the performance can be recovered through retraining of the network and updating the weights. Finally, the impact of noise was investigated, and retraining the network on noise-injected datasets was found to maintain performance within 6% of the baseline network trained and evaluated on noiseless data.",2025,"['Danush Shekar', 'Ben Weiss', 'Morris Swartz', 'Corrinne Mills', 'Jennet Dickinson', 'Lindsey Gray', 'David Jiang', 'Mohammad Abrar Wadud', 'Daniel Abadjiev', 'Anthony Badea', 'Douglas Berry', 'Alec Cauper', 'Arghya Ranjan Das', 'Giuseppe Di Guglielmo', 'Karri Folan DiPetrillo', 'Farah Fahim', 'Rachel Kovach Fuentes', 'Abhijith Gandrakota', 'James Hirschauer', 'Eliza Howard', 'Shiqi Kuang', 'Carissa Kumar', 'Ron Lipton', 'Mia Liu', 'Petar Maksimovic', 'Nick Manganelli', 'Mark S Neubauer', 'Aidan Nicholas', 'Emily Pan', 'Benjamin Parpillon', 'Jannicke Pearkes', 'Gauri Pradhan', 'Shruti R Kulkarni', 'Ricardo Silvestre', 'Chinar Syal', 'Nhan Tran', 'Amit Trivedi', 'Keith Ulmer', 'Manuel Blanco Valentin', 'Dahai Wen', 'Jieun Yoo', 'Eric You', 'Aaron Young']",http://arxiv.org/abs/2510.06588v1,arxiv,,,,,,,2510.06588v1,,True
,,Latent Representation Learning in Heavy-Ion Collisions with MaskPoint   Transformer,"A central challenge in high-energy nuclear physics is to extract informative features from the high-dimensional final-state data of heavy-ion collisions (HIC) in order to enable reliable downstream analyses. Traditional approaches often rely on selected observables, which may miss subtle but physically relevant structures in the data. To address this, we introduce a Transformer-based autoencoder trained with a two-stage paradigm: self-supervised pre-training followed by supervised fine-tuning. The pretrained encoder learns latent representations directly from unlabeled HIC data, providing a compact and information-rich feature space that can be adapted to diverse physics tasks. As a case study, we apply the method to distinguish between large and small collision systems, where it achieves significantly higher classification accuracy than PointNet. Principal component analysis and SHAP interpretation further demonstrate that the autoencoder captures complex nonlinear correlations beyond individual observables, yielding features with strong discriminative and explanatory power. These results establish our two-stage framework as a general and robust foundation for feature learning in HIC, opening the door to more powerful analyses of quark--gluon plasma properties and other emergent phenomena. The implementation is publicly available at https://github.com/Giovanni-Sforza/MaskPoint-AMPT.",2025,"['Jing-Zong Zhang', 'Shuang Guo', 'Li-Lin Zhu', 'Lingxiao Wang', 'Guo-Liang Ma']",http://arxiv.org/abs/2510.06691v1,arxiv,,,,,,,2510.06691v1,,True
,,Low-noise Fourier Transform Spectroscopy Enabled by Superconducting   On-Chip Filterbank Spectrometers,"Historically employed spectroscopic architectures used for large field of view mapping spectroscopy in millimetere and sub-millimetre astronomy suffer from significant drawbacks. On-chip filterbank spectrometers are a promising technology in this respect; however, they must overcome an orders-of-magnitude increase in detector counts, efficiency loss due to dielectric properties, and stringent fabrication tolerances that currently limit scaling to resolutions of order 1000 over a large array. We propose coupling a medium-resolution Fourier transform spectrometer to a low-resolution filterbank spectrometer focal plane, which serves as a post-dispersion element. In this arrangement, medium resolution imaging spectroscopy is provided by the Fourier transform spectrometer, while the low resolution filterbank spectrometer serves to decrease the photon noise inherent in typical broadband Fourier transform spectrometer measurements by over an order of magnitude. This is achieved while maintaining the excellent imaging advantages of both architectures. We present predicted mapping speeds for a filterbank-dispersed Fourier transform spectrometer from a ground-based site and a balloon-borne platform. We also demonstrate the potential that an instrument of this type has for an R~1000 line intensity mapping experiment using the James Clerk Maxwell Telescope as an example platform. We demonstrate that a filterbank-dispersed Fourier transform spectrometer would be capable of R~1000 measurements of CO power spectra with a signal-to-noise ratio of 10--100 with surveys of $10^5$--$10^6$ spectrometer hours.",2025,"['Chris S. Benson', 'Peter S. Barry', 'Patrick Ashworth', 'Harry Gordon-Moys', 'Kirit S. Karkare', 'Izaak Morris', 'Gethin Robson']",http://arxiv.org/abs/2510.06771v1,arxiv,,,,,,,2510.06771v1,,False
,,Non-linear sigma model in string field theory,"We revisit the non-linear sigma model approach to string theory with the closed superstring field theory. We construct the string field theory around the non-linear sigma model background with the patch-by-patch description. We show that our string field theory action is invariant under the gauge transformation and solves the BV master equation, thereby providing a tool to study quantum gravitational effects in curved backgrounds in small $\alpha'$ and $g_s$ approximation. We illustrate how to use our results to study curved backgrounds in $\alpha'$ expansion by studying Calabi-Yau compactification in $\alpha'$ expansion. We draw connections between Tseytlin's approach to the non-linear sigma model and the string field theoretic approach. We comment on future directions.",2025,"['Alexander Frenkel', 'Manki Kim']",http://arxiv.org/abs/2509.20527v1,arxiv,,,,,,,2509.20527v1,,False
,,Polarized Neutral and Charged Current Semi-Inclusive Deep-Inelastic   Scattering at NNLO in QCD,"The semi-inclusive production of identified hadrons in deeply inelastic lepton scattering on polarized nucleons allows to probe the spin structure of the nucleon target in a more detailed level than through fully inclusive processes. We compute the NNLO QCD corrections to longitudinally polarized semi-inclusive deep inelastic processes mediated by electroweak neutral and charged currents. We present the first calculation of polarized electroweak structure functions in the Larin scheme up to NNLO. Additionally, we reformulate the finite scheme transformation to the $\overline{\textrm{MS}}$ scheme in a quark flavour basis and identify issues in its assignment to partonic channels in previous calculations. Using our results we perform a detailed phenomenological study of polarized cross sections and of single and double spin asymmetries. We observe large electroweak effects, which need to be included in precision studies of polarized observables.",2025,"['Leonardo Bonino', 'Thomas Gehrmann', 'Markus Löchner', 'Kay Schönwald', 'Giovanni Stagnitto']",http://arxiv.org/abs/2510.00100v1,arxiv,,,,,,,2510.00100v1,,False
,,Analytic Langlands correspondence from SoV,"The analytic Langlands correspondence proposed by Etingof, Frenkel and Kazhdan describes the solution to the spectral problems naturally arising in the quantisation of the Hitchin integrable systems in terms of real opers, certain second order differential operators on a Riemann surface having real monodromy. We prove this correspondence in the cases associated to the group $\mathrm{PSL}(2,\mathbb{C})$, and Riemann surfaces of genus zero with a number of punctures larger than three. A crucial ingredient is a unitary integral transformation mapping products of solutions to the ordinary differential equation associated to a real oper to eigenfunctions of the quantised Hitchin Hamiltonians. This allows us to construct joint eigenfunctions of Hecke operators and Hitchin Hamiltonians from real opers.",2025,"['Federico Ambrosino', 'Jörg Teschner']",http://arxiv.org/abs/2510.06991v1,arxiv,,,,,,,2510.06991v1,,False
,,Geometric Building Blocks of Effective Field Theory Amplitudes,"On-shell amplitudes are invariant under field redefinitions. Nonderivative field redefinitions have a natural interpretation as coordinate transformations on the target manifold. General field redefinitions, which may involve derivatives, can be viewed as coordinate transformations on the field configuration manifold. We present a unified perspective for the geometry of both the target manifold and the field configuration manifold for scalar effective field theories. In both cases, we identify vertices that can be used to build the tree-level amplitudes, with the property that they transform covariantly in the vacuum and on-shell limits. We identify a choice of metric on the field configuration manifold, for which amplitude expressions on the target manifold can be easily reproduced from their counterparts on the field configuration manifold. This clarifies the relation between the well-established framework of field space geometry and recent proposals for functional geometry.",2025,"['Timothy Cohen', 'Xu-Xiang Li', 'Zhengkang Zhang']",http://arxiv.org/abs/2509.20449v1,arxiv,,,,,,,2509.20449v1,,False
,,Renormalization of Interacting Random Graph Models,"Random graphs offer a useful mathematical representation of a variety of real world complex networks. Exponential random graphs, for example, are particularly suited towards generating random graphs constrained to have specified statistical moments. In this investigation, we elaborate on a generalization of the former where link probabilities are conditioned on the appearance of other links, corresponding to the introduction of interactions in an effective generalized statistical mechanical formalism. When restricted to the simplest non-trivial case of pairwise interactions, one can derive a closed form renormalization group transformation for maximum coordination number two on the corresponding line graph. Higher coordination numbers do not admit exact closed form renormalization group transformations, a feature that paraphrases the usual absence of exact transformations in two or more dimensional lattice systems. We introduce disorder and study the induced renormalization group flow on its probability assignments, highlighting its formal equivalence to time reversed anisotropic drift-diffusion on the statistical manifold associated with the effective Hamiltonian. We discuss the implications of our findings, stressing the long wavelength irrelevance of certain classes of pair-wise conditioning on random graphs, and conclude with possible applications. These include modeling the scaling behavior of preferential effects on social networks, opinion dynamics, and reinforcement effects on neural networks, as well as how our findings offer a systematic framework to deal with data limitations in inference and reconstruction problems.",2025,"['Alessio Catanzaro', 'Diego Garlaschelli', 'Subodh P. Patil']",http://arxiv.org/abs/2510.07186v1,arxiv,,,,,,,2510.07186v1,,True
,,Localized states of BFSS super quantum mechanics,"We analyze the recently discovered localized and non-uniform phases of the Banks-Fischler-Shenker-Susskind (BFSS) matrix quantum mechanics. Building on [1], we provide first-principles derivations of their properties and extend the results with new analytic and numerical insights. We show that strongly coupled BFSS dynamics emerge from a specific Carrollian transformation of 11-dimensional supergravity, which we justify in detail. In this framework, the uniform BFSS phase corresponds to a black string in a $pp$-wave background. We demonstrate that this background is unstable to a Gregory-Laflamme instability and, for the first time, compute the associated growth rate. The instability gives rise to non-uniform and localized phases that dominate the microcanonical ensemble in certain low-energy regimes, with the localized phase also prevailing in the canonical ensemble at low temperatures. We identify the corresponding first- and second-order phase transitions and derive analytic formulas for the thermodynamics of the localized phase, accurate to better than $0.3\%$ against numerical results.",2025,"['Oscar J. C. Dias', 'Jorge E. Santos']",http://arxiv.org/abs/2510.07379v1,arxiv,,,,,,,2510.07379v1,,False
,,Spinning Mellin amplitudes,"We propose a definition of Mellin amplitudes for conformal correlators involving arbitrary spinning operators in tensor representations of the Lorentz group. These representations cover all bosonic local operators. Our strategy is to perform discrete Mellin transforms on all scalar products involving polarization vectors, so that each polarization vector can be interpreted as the position of a fictitious scalar operator. We establish the general pole structures and factorization properties of these spinning Mellin amplitudes. We also provide a systematic algorithm to derive factorization formulas with arbitrary spinning exchanges, yielding new explicit results up to spin-4. To illustrate the practicality of our formalism, we bootstrap the 3- and 4-point current correlators in a 4d $\mathcal{N}=2$ superconformal field theory, which are dual to gluon scattering amplitudes in $\mathrm{AdS}_5 \times \mathrm{S}^3$. The results agree with the snowflake channel of 6- and 8-point scalar supergluon amplitudes in the literature.",2025,"['Zhongjie Huang', 'Yichao Tang']",http://arxiv.org/abs/2510.07388v1,arxiv,,,,,,,2510.07388v1,,False
,,On the consistent disformal couplings to fermions,"Disformal couplings to fermions lead to a unique derivative coupling to the axial fermionic current, which contains higher derivatives in general. We derive general conditions on consistent disformal couplings by requiring the absence of higher time derivatives, as they typically lead to ghost degrees of freedom. For a two-scalar field disformal transformation, we show that the consistent disformal coupling must have a degenerate field space metric. This allows us to explore consistent, new two-scalar field modified gravity models. We show that the transformation of the Einstein-Hilbert action leads to two-field Horndeski or two-field DHOST theories. Our formalism also applies to disformal transformations with higher derivatives. We derive the consistent subclasses of disformal transformations that include second derivatives of a scalar field and first derivatives of a vector field that lead to generalized U-DHOST and degenerate beyond generalized Proca theories.",2025,"['Guillem Domènech', 'Alexander Ganz', 'Apostolos Tsabodimos']",http://arxiv.org/abs/2510.07419v1,arxiv,,,,,,,2510.07419v1,,False
,,Boosted decision tree reweighting of simulated neutrino interactions for   $O(1)$ GeV neutrino cross-section measurements,"This paper illustrates a generic method for multi-dimensional reweighting of $O(1)$ GeV neutrino interaction Monte Carlo samples. The reweighting is based on a Boosted Decision Tree algorithm trained on high-dimensional space in detector final state observables. This enables one generator's events to be reweighted so that its reconstructed particle content and kinematics distributions, as well as detector efficiency, match those of a target model. The approach establishes an efficient way to reuse legacy Monte Carlo data, avoiding re-generation. As an example, we test its use in a measurement of transverse kinematic imbalance of the $\mu^-$ and proton in charged-current quasielastic like $\nu_\mu$ events from the MINERvA experiment.",2025,"['Z. Lin', 'S. Akhter', 'Z. Ahmad Dar', 'N. S. Alex', 'M. Betancourt', 'S. Boyd', 'H. Budd', 'G. Caceres', 'G. A. Díaz', 'J. Felix', 'L. Fields', 'A. M. Gago', 'P. K. Gaur', 'S. M. Gilligan', 'R. Gran', 'D. A. Harris', 'A. L. Hart', 'J. Kleykamp', 'A. Klustová', 'D. Last', 'A. Lozano', 'X. -G. Lu', 'S. Manly', 'W. A. Mann', 'K. S. McFarland', 'O. Moreno', 'J. K. Nelson', 'V. Paolone', 'G. N. Perdue', 'C. Pernas', 'M. A. Ramírez', 'N. Roy', 'D. Ruterbories', 'H. Schellman', 'C. J. Solano Salinas', 'D. S. Correia', 'M. Sultana', 'N. H. Vaughan', 'A. V. Waldron', 'B. Yaeggy', 'L. Zazueta']",http://arxiv.org/abs/2510.07463v1,arxiv,,,,,,,2510.07463v1,,True
,,Apparent Lorentz violation from disformally coupled ultralight dark   matter,"We study the impact of general disformal metric transformations on fermions, which shift the gravitational metric by an additional rank-2 tensor. This tensor can in principle be constructed from scalar-field gradients, vector fields, or field-strength contractions. We show this transformation results in the conventional Dirac action being modified by additional kinetic and axial-current couplings that are quadratic in the shifted field. When the field sourcing the metric shift takes on a non-trivial background value, apparent Lorentz-violating effects can result, which we identify as terms in an effective field theory. Assuming the well-motivated cases of scalar and vector ultralight dark matter, we demonstrate that experimental tests of rotation and boost violation imply constraints on the additional kinetic coupling. Even under conservative assumptions, the constraints for vector ultralight dark matter are extremely stringent.",2025,"['Guillem Domènech', 'Apostolos Tsabodimos', 'Nathaniel Sherrill', 'Alexander Ganz', 'Fiona Kirk']",http://arxiv.org/abs/2510.07490v1,arxiv,,,,,,,2510.07490v1,,False
,,Efficient Radiofrequency Sensing with Fluorescence Encoding,"Optically-active spin qubits have emerged as powerful quantum sensors capable of nanoscale magnetometry, yet conventional coherent sensing approaches are ultimately limited by the coherence time of the sensor, typically precluding detection in the sub-MHz regime. We present a broadly applicable fluorescence-encoding method that circumvents coherence-time constraints by transducing time-varying magnetic fields directly into modulated fluorescence signals. Using nitrogen-vacancy centers in diamond as a model system, we demonstrate shot-noise-limited sensitivity for AC magnetic fields spanning near-DC to MHz frequencies, with detection bandwidth tunable via optical excitation power. The technique captures complete spectral information in a single measurement, eliminating the need for point-by-point frequency scanning, and allows phase-sensitive multi-frequency detection with Hz-level resolution. This approach transforms quantum sensors into atomic-scale spectrum analyzers, with immediate applications for low-frequency RF communication, zero-field NMR, and bioelectronic sensing. Our approach is broadly applicable to the expanding class of optically-active spin qubits, including molecular systems and fluorescent proteins, opening new sensing regimes previously inaccessible to coherent techniques",2025,"['Nicole Voce', 'Paul Stevenson']",http://arxiv.org/abs/2510.07510v1,arxiv,,,,,,,2510.07510v1,,False
